mbpp_id,run_01_pass,run_02_pass,run_03_pass,run_04_pass,run_05_pass,run_06_pass,run_07_pass,run_08_pass,run_09_pass,run_10_pass,run_11_pass,run_12_pass
104,True,True,True,True,False,True,True,True,True,True,True,True
105,True,True,True,True,True,True,True,True,True,True,True,True
106,True,False,False,False,False,True,False,False,False,False,True,True
107,False,False,False,False,False,False,False,False,False,False,False,False
108,False,False,False,False,False,False,False,False,False,False,False,False
109,False,False,False,False,False,False,True,False,False,True,False,False
110,False,False,False,False,False,False,False,False,False,False,False,False
111,True,False,False,False,False,False,False,True,False,True,False,True
112,False,False,False,False,False,False,False,False,False,False,False,False
113,True,True,True,True,True,True,True,True,True,True,True,True
114,False,False,False,False,False,False,False,False,False,False,False,False
115,False,False,False,False,False,False,True,False,False,False,False,False
116,True,True,True,True,True,True,True,True,True,True,True,True
117,False,False,False,False,False,False,False,False,False,False,False,False
118,True,True,True,True,True,True,True,True,True,True,True,True
119,False,False,False,False,False,False,False,False,False,False,False,False
120,True,True,True,False,True,True,False,True,True,True,False,False
121,False,False,False,False,False,False,False,False,False,False,False,False
122,False,False,False,False,False,False,False,False,False,False,False,False
123,False,False,False,False,False,False,False,False,False,False,False,False
124,False,False,False,False,False,False,False,False,False,False,False,False
125,False,False,False,False,False,False,False,False,False,False,False,False
126,False,False,False,False,False,False,False,False,False,False,False,False
127,True,True,True,True,True,True,True,True,True,True,True,True
128,False,False,False,False,False,False,False,False,False,False,False,False
129,False,False,False,False,True,False,False,False,False,False,False,False
130,True,True,True,True,True,True,True,True,True,True,True,True
131,True,True,True,True,True,True,True,True,True,True,False,False
132,True,True,True,True,True,True,True,True,True,True,True,True
133,False,True,False,False,True,True,True,False,True,True,True,False
134,False,True,False,False,True,False,False,False,False,False,False,False
135,False,True,True,False,True,True,False,True,True,False,True,True
136,False,False,False,False,False,False,False,False,False,False,False,False
137,False,False,False,False,False,False,False,False,False,False,False,False
138,False,False,False,False,False,False,False,False,False,False,False,False
139,False,False,False,False,False,False,False,False,False,False,False,False
140,True,False,True,False,False,False,True,False,False,False,False,True
141,False,False,False,False,True,True,True,False,False,False,True,False
142,False,False,False,False,False,False,True,False,False,True,False,False
143,False,False,False,False,False,False,False,False,False,False,False,False
144,False,True,True,True,True,True,False,True,False,False,False,False
145,True,False,False,False,False,False,False,False,False,True,False,False
146,False,False,False,False,False,False,False,False,False,False,False,False
147,False,False,False,False,False,False,True,False,False,False,False,False
148,False,False,False,False,False,False,False,False,False,False,False,False
149,False,False,False,False,False,False,False,False,False,False,False,False
150,False,False,False,False,False,False,False,False,False,False,False,False
151,True,True,True,True,True,True,True,True,True,True,True,True
152,True,True,True,True,True,True,True,True,True,True,True,True
153,True,True,True,False,True,True,True,True,True,True,False,False
154,True,True,True,True,True,True,True,True,True,True,True,False
155,False,False,False,False,False,False,False,False,False,False,False,False
156,False,False,False,False,False,False,False,False,False,False,False,False
157,True,True,False,True,True,True,True,True,True,False,True,False
158,False,False,False,False,False,False,False,False,False,False,False,False
159,False,False,False,False,False,False,False,False,False,False,False,False
160,False,False,False,False,False,False,False,False,False,False,False,False
161,True,True,True,True,True,True,True,True,True,True,True,True
162,True,True,True,True,False,True,False,True,True,True,True,True
163,True,False,False,False,True,False,False,True,False,False,False,False
164,False,False,False,True,True,True,False,False,True,False,False,False
165,False,False,False,False,False,False,False,False,False,False,False,True
166,False,False,False,False,False,False,True,False,False,True,True,False
167,True,False,False,False,False,False,False,False,False,False,False,False
168,True,True,True,True,True,True,True,True,True,True,True,True
169,True,True,True,True,True,False,False,False,True,False,True,True
170,True,True,True,True,True,True,False,True,True,True,True,True
171,True,True,True,True,False,False,False,True,True,True,True,True
172,False,False,True,False,False,False,False,False,False,False,False,False
173,True,True,True,True,False,True,False,True,True,True,True,True
174,True,True,True,True,True,True,True,True,True,True,True,False
175,True,True,True,True,True,True,True,True,True,True,True,True
176,True,True,True,True,True,True,True,True,False,True,True,True
177,False,False,False,False,False,False,False,False,False,False,False,False
178,True,False,False,True,True,True,True,True,False,True,True,True
179,False,False,False,False,False,False,False,False,False,False,False,False
180,False,False,False,False,False,False,False,False,False,False,False,False
181,True,False,False,False,False,False,True,False,True,False,True,True
182,False,False,False,False,False,False,False,False,False,False,True,False
183,False,True,False,False,False,False,False,False,False,False,False,False
184,False,True,False,False,False,False,False,False,False,False,False,False
185,False,False,False,False,False,False,False,False,False,False,False,False
186,True,True,False,True,True,False,True,True,True,True,True,False
187,True,False,False,True,True,True,False,True,True,True,True,True
188,False,False,False,False,False,False,False,False,False,False,False,False
189,True,False,False,False,False,False,False,False,False,True,False,False
190,False,False,False,False,False,False,False,False,False,False,False,False
191,True,True,True,True,True,True,True,False,True,False,True,True
192,False,True,True,False,True,False,True,True,True,False,False,False
193,True,False,False,False,True,True,True,True,False,False,False,True
194,True,True,True,True,True,True,True,True,True,False,False,False
195,False,True,True,True,True,True,True,True,False,False,False,False
196,False,False,False,True,True,True,True,False,True,True,True,False
197,True,False,True,True,True,False,True,True,True,True,True,False
198,False,False,False,False,False,False,False,False,False,False,False,False
199,False,True,False,False,False,True,True,True,True,False,True,False
200,True,True,True,True,True,True,False,True,True,False,False,True
201,True,True,True,True,True,True,True,True,True,True,True,True
202,False,False,False,False,False,False,False,False,False,False,False,False
203,False,False,True,True,True,True,False,False,True,True,False,True
204,True,True,True,True,True,True,False,True,True,True,False,True
205,False,False,False,False,False,False,False,False,False,False,False,False
206,False,False,False,False,False,False,False,False,False,False,False,False
207,False,False,False,False,False,False,False,False,False,False,False,False
208,True,True,True,True,True,True,True,False,True,False,True,True
209,False,False,False,False,False,False,False,False,False,False,False,False
210,True,True,True,True,True,True,True,True,True,True,True,True
211,False,False,False,False,False,False,False,False,False,False,False,False
212,True,True,True,True,True,True,True,True,True,True,True,True
213,True,False,False,True,False,False,False,False,False,False,False,False
214,False,True,True,False,False,False,False,True,False,True,False,False
215,False,False,False,False,False,False,False,False,False,True,False,False
216,False,True,False,False,True,False,False,False,False,False,False,False
217,True,True,True,False,True,True,False,False,True,False,True,True
218,False,False,False,False,False,False,False,False,False,False,False,False
219,False,False,False,False,False,False,False,False,False,False,False,False
220,False,False,False,False,False,False,False,False,False,False,False,False
221,True,True,True,True,True,True,True,True,True,True,True,True
222,True,True,True,True,True,True,True,True,True,False,True,True
223,True,False,True,False,True,False,True,False,False,True,True,True
224,True,True,True,True,True,True,True,True,True,True,True,True
225,False,False,True,False,True,False,True,False,True,False,True,True
226,False,True,True,True,True,True,True,True,True,True,True,True
227,True,True,True,True,True,True,True,True,True,True,True,True
228,False,False,False,False,False,False,False,False,False,False,False,False
229,False,False,False,False,False,True,False,False,False,False,False,False
230,True,True,True,True,True,True,True,True,True,True,True,True
231,False,True,False,False,False,False,False,True,True,False,False,False
232,True,True,True,True,True,False,True,True,True,True,True,False
233,True,True,False,True,False,False,False,True,False,False,True,True
234,True,True,True,True,True,True,True,True,True,True,True,True
235,False,False,False,False,False,False,False,False,False,False,False,False
236,False,False,False,False,False,False,False,False,False,False,False,False
237,True,False,False,False,True,False,False,False,False,False,False,False
238,True,False,False,True,False,False,True,True,False,True,True,False
239,False,False,False,False,False,False,False,False,False,False,False,False
240,False,True,False,True,True,False,False,False,False,False,False,False
241,False,False,False,False,False,False,False,False,False,False,False,False
242,True,True,True,True,True,True,True,True,True,True,True,True
243,False,False,False,False,False,False,False,False,False,False,False,False
244,False,True,False,False,False,True,False,True,False,False,False,True
245,False,False,False,False,False,False,False,False,False,False,False,False
246,False,False,False,True,True,False,False,True,False,True,False,False
247,True,True,False,True,False,True,True,False,True,False,True,False
248,True,True,False,True,True,True,True,True,False,False,False,False
249,True,False,False,True,True,True,False,False,False,True,True,False
250,True,True,True,True,True,True,True,True,True,True,True,True
251,True,False,False,False,False,False,False,False,False,False,False,False
252,False,False,True,False,False,False,True,False,False,True,False,True
253,True,True,True,True,True,True,True,True,True,True,True,True
254,False,False,False,False,False,False,False,False,False,False,False,False
255,False,False,False,False,False,False,True,False,False,False,False,False
256,True,False,True,False,True,True,True,False,True,False,True,False
257,True,True,True,True,True,True,True,True,True,True,True,True
258,True,True,True,True,True,True,True,True,True,True,True,True
259,False,False,False,False,False,False,False,False,False,False,False,False
260,False,False,False,False,False,False,False,False,False,False,False,False
261,True,False,False,True,False,True,True,True,True,False,True,True
262,True,True,True,True,True,True,True,True,True,True,False,True
263,True,True,True,True,True,True,True,True,True,True,True,True
264,True,False,False,False,False,False,True,True,True,False,False,False
265,True,True,True,False,True,True,False,True,True,True,False,True
266,True,True,True,True,True,True,True,True,True,True,True,True
267,True,False,False,False,False,False,False,False,True,True,False,True
268,False,False,False,False,False,False,False,False,False,False,False,False
269,True,True,True,True,True,True,True,True,True,True,True,True
270,True,False,False,True,True,True,True,True,True,True,True,True
271,True,True,True,True,True,True,True,True,True,False,True,True
272,True,True,True,True,True,True,False,True,True,True,True,True
273,True,True,True,True,True,True,True,True,True,True,True,True
274,False,False,False,False,True,False,False,False,False,False,True,False
275,False,False,False,False,False,False,False,False,False,False,False,False
276,False,False,False,False,False,False,False,False,False,False,False,False
277,True,True,False,False,True,True,False,True,False,False,True,False
278,False,False,True,False,False,False,True,True,False,True,False,False
279,False,False,False,True,False,False,True,True,False,True,False,False
280,True,True,True,True,True,True,True,True,True,True,True,True
281,True,True,False,False,True,False,True,True,False,True,True,False
282,True,True,False,True,True,True,True,True,True,True,True,True
283,True,False,False,True,False,False,True,True,False,False,True,False
284,True,True,True,True,True,True,True,True,True,True,True,True
285,True,True,False,True,True,False,False,True,False,False,True,True
286,False,False,False,False,False,False,False,False,False,False,False,False
287,False,False,False,False,False,True,True,True,False,True,False,True
288,False,False,False,False,False,False,False,False,False,False,False,False
289,False,False,False,False,False,False,False,False,False,False,False,False
290,False,True,True,False,False,False,False,False,False,False,False,False
291,False,False,False,False,False,False,False,False,False,False,False,False
292,True,True,True,True,True,True,True,True,False,True,True,True
293,False,False,True,True,False,False,False,False,True,False,False,True
294,False,False,False,False,False,False,False,False,True,False,False,False
295,True,False,False,False,False,True,False,False,False,False,False,False
296,True,True,True,True,True,True,True,True,True,True,True,True
297,True,True,True,True,True,True,True,False,True,True,True,True
298,False,False,False,False,False,False,False,False,False,False,False,False
299,False,False,False,False,False,False,False,False,False,False,False,False
300,False,False,False,False,False,False,False,False,False,False,True,False
301,False,False,False,False,False,False,False,False,True,False,False,True
302,False,False,False,True,False,False,False,False,False,False,False,False
303,False,False,False,False,False,False,False,False,False,False,False,False
304,False,False,False,False,False,False,False,False,False,False,False,False
305,False,False,False,False,False,False,False,False,False,False,False,False
306,False,False,False,False,False,False,False,False,False,False,False,False
307,False,False,False,False,False,False,False,False,False,False,False,False
308,False,False,False,False,False,False,True,False,False,True,False,True
309,True,True,True,True,True,True,True,True,True,True,True,True
310,False,False,False,False,False,False,False,False,False,False,False,False
311,False,False,False,False,False,False,False,False,False,False,False,False
312,False,False,False,False,False,False,False,False,False,False,False,False
313,False,False,False,False,False,False,False,False,False,False,False,False
314,False,False,False,False,False,False,False,False,False,False,False,False
315,False,False,False,False,False,False,False,False,False,False,False,False
316,False,False,False,False,False,True,True,False,True,False,False,False
317,True,True,False,False,False,False,False,False,False,True,False,False
318,False,False,False,False,False,False,False,False,False,False,False,False
319,True,True,True,True,False,True,True,True,False,True,True,False
320,True,False,True,False,False,True,True,True,True,True,True,True
321,False,False,False,False,False,False,False,False,False,False,False,False
322,False,False,True,True,True,True,True,False,False,True,True,True
323,False,False,False,False,False,False,False,False,False,False,False,False
324,False,False,False,False,False,False,False,False,False,False,False,False
325,False,True,False,False,False,False,False,False,False,False,False,False
326,False,False,False,False,False,False,False,False,False,False,True,False
327,False,True,False,False,True,True,True,True,True,True,True,True
328,False,False,False,False,False,False,False,False,False,False,False,False
329,True,True,True,True,True,True,True,True,True,True,True,True
330,True,False,True,True,True,True,True,False,True,True,False,True
331,True,False,True,True,False,True,True,True,True,False,False,False
332,True,True,True,True,True,True,True,True,True,True,True,True
333,False,False,False,False,False,False,False,False,False,False,False,False
334,True,False,True,True,True,True,True,True,False,True,True,True
335,False,False,False,False,True,False,False,False,False,False,False,True
336,True,False,False,False,False,True,True,True,False,False,False,True
337,False,True,False,False,False,False,False,True,True,False,False,True
338,False,True,False,False,False,False,False,False,True,False,False,False
339,False,False,False,False,False,False,False,False,False,False,False,False
340,False,False,False,False,False,False,False,False,False,False,False,False
341,True,True,True,False,False,False,True,True,True,True,True,True
342,False,False,False,False,False,False,False,False,False,False,False,False
343,True,False,False,False,False,False,False,False,True,False,False,False
344,False,False,False,False,False,True,False,False,False,False,False,False
345,True,True,True,True,True,True,True,True,True,False,True,True
346,False,False,False,False,False,False,False,False,False,False,False,False
347,False,False,False,False,True,False,False,False,False,False,False,False
348,False,False,False,False,False,False,False,False,False,False,False,False
349,False,True,True,False,False,False,True,False,True,False,False,False
350,False,False,True,True,False,False,False,False,False,False,False,False
351,True,False,True,False,False,True,False,True,True,True,True,True
352,False,False,False,False,False,False,False,False,False,True,False,True
353,True,True,True,True,True,True,True,True,True,False,True,True
354,False,False,False,False,True,False,False,False,False,False,False,False
355,False,False,False,False,False,False,False,False,False,False,False,False
356,True,True,True,True,True,True,True,True,True,True,True,True
357,False,True,True,True,True,False,True,False,True,True,True,False
358,True,True,True,True,True,True,True,True,True,False,True,True
359,False,False,True,False,True,False,False,False,False,False,True,False
360,False,False,False,False,False,False,False,False,False,False,False,False
361,False,True,True,True,True,True,True,True,True,True,True,True
362,False,True,True,True,True,True,True,True,True,True,True,True
363,True,False,True,True,True,True,True,False,True,True,True,False
364,False,False,False,False,False,False,False,False,False,False,False,False
365,True,True,True,True,True,True,True,True,True,True,True,True
366,True,True,True,True,True,False,True,True,False,False,False,False
367,False,False,False,False,False,False,False,False,False,False,False,False
368,False,True,False,False,False,True,False,True,True,True,True,False
369,False,False,False,False,True,True,False,False,True,True,False,True
370,False,False,False,False,False,False,False,False,False,False,False,False
371,True,False,False,False,False,False,False,True,True,False,False,False
372,True,True,True,False,True,True,False,True,False,True,True,True
373,True,True,True,True,True,True,True,True,True,True,True,True
374,False,False,False,False,False,False,False,False,False,False,False,False
375,False,False,False,False,True,False,False,False,False,False,False,True
376,False,False,False,False,False,False,False,True,False,False,False,False
377,True,True,True,True,True,True,True,True,True,True,True,True
378,False,True,True,False,True,False,True,True,False,True,True,False
379,True,True,True,True,True,True,True,True,True,True,True,False
380,True,False,False,True,True,True,False,False,False,False,False,False
381,True,True,True,True,True,True,True,True,True,True,True,True
382,False,False,True,False,True,True,False,False,False,False,True,False
383,False,False,False,False,False,False,False,False,False,False,False,False
384,False,True,True,True,True,True,False,True,True,True,False,False
385,False,False,False,False,False,False,False,False,False,False,False,False
386,False,False,False,False,False,False,False,False,False,False,False,False
387,False,True,True,True,True,True,True,True,True,True,True,True
388,False,True,False,False,False,True,True,False,True,True,False,False
389,True,True,True,True,True,False,True,True,True,True,True,True
390,True,False,False,False,True,False,True,False,True,True,False,False
391,False,False,False,False,False,False,False,False,False,False,False,False
392,False,False,False,False,True,False,False,False,False,True,False,False
393,False,False,False,False,False,False,False,False,False,False,False,False
394,True,True,True,True,True,True,True,True,True,True,True,True
395,True,True,True,True,True,True,True,True,True,True,True,True
396,False,False,False,False,False,False,False,False,False,True,False,False
397,True,True,True,True,True,True,True,True,True,True,False,True
398,False,False,False,False,False,False,True,False,False,False,True,True
399,True,True,True,True,True,True,True,False,True,True,True,True
400,False,False,True,False,False,False,True,False,False,False,False,False
401,False,False,True,False,True,True,True,False,True,True,True,True
402,False,False,False,True,False,False,True,False,False,True,False,False
403,False,False,True,False,True,True,False,True,True,True,False,True
404,True,True,True,True,True,True,True,True,True,True,True,True
405,False,True,False,True,False,False,True,True,False,False,True,False
406,True,True,True,True,True,True,True,True,True,True,True,True
407,True,False,False,False,False,False,False,False,False,True,False,False
408,False,False,False,False,False,False,False,False,False,False,False,False
409,True,True,True,False,False,False,False,False,True,True,False,True
410,True,True,False,True,True,False,False,False,False,True,False,True
411,False,True,False,True,True,True,False,False,True,True,False,True
412,True,True,True,True,True,True,True,True,True,True,True,True
413,True,False,True,True,True,False,True,True,True,True,True,False
414,True,True,True,True,True,True,True,True,True,True,True,True
415,False,False,False,False,False,False,False,False,False,False,False,False
416,False,False,False,False,False,False,False,False,False,False,False,False
417,False,False,False,False,False,False,False,False,False,False,False,False
418,True,False,False,True,False,True,True,False,True,True,True,False
419,True,False,True,True,True,True,True,True,True,True,True,True
420,True,True,True,True,True,True,True,False,True,True,True,True
421,True,False,False,True,False,False,False,False,False,False,False,False
422,False,False,True,False,True,True,False,True,False,True,True,True
423,False,False,False,False,False,False,False,False,False,False,False,False
424,True,False,True,True,True,True,False,True,True,True,True,False
425,True,True,True,True,True,True,True,True,True,True,True,True
426,True,True,True,True,True,True,True,True,True,True,True,True
427,True,False,True,True,True,False,True,False,True,True,True,True
428,True,True,True,True,True,True,True,True,True,True,True,True
429,True,False,True,True,False,False,False,False,False,False,False,False
430,False,False,False,False,False,False,False,False,False,False,False,False
431,False,False,False,False,False,False,False,False,False,False,False,False
432,True,False,True,True,False,False,False,True,False,True,False,True
433,False,True,False,False,True,False,False,True,False,False,False,False
434,False,True,True,True,False,False,True,False,False,False,False,False
435,True,True,True,True,True,True,True,True,True,True,True,True
436,True,False,True,True,True,True,True,True,True,True,True,True
437,False,False,False,False,False,False,False,False,False,False,False,False
438,False,False,False,False,False,False,False,False,False,False,False,False
439,True,True,True,True,True,True,True,True,True,True,True,True
440,False,False,False,False,False,False,False,False,False,False,False,False
441,True,True,True,True,True,True,True,True,True,True,True,True
442,False,False,False,False,False,False,False,False,False,False,False,False
443,False,False,False,False,False,False,False,False,False,False,False,False
444,False,False,False,False,False,False,False,False,False,False,False,False
445,False,False,False,False,False,False,False,False,False,True,False,False
446,False,False,True,True,False,False,False,True,True,False,False,True
447,False,True,True,False,True,True,True,True,True,True,True,True
448,False,False,False,False,False,False,False,False,False,False,False,False
449,True,True,False,True,False,False,False,False,False,False,False,False
450,False,False,False,False,False,False,False,True,False,False,False,False
451,True,True,True,False,True,True,True,True,True,True,True,True
452,False,True,False,True,True,False,False,False,False,False,True,False
453,True,True,False,False,False,False,True,False,False,True,True,False
454,True,True,True,True,True,True,True,True,True,True,True,True
455,False,True,False,False,True,True,False,True,True,True,False,False
456,True,True,True,True,True,True,True,True,True,True,True,True
457,False,False,False,False,False,False,True,False,False,False,True,False
458,True,True,True,True,True,True,True,True,True,True,True,True
459,True,True,True,True,True,True,True,True,True,True,True,True
460,False,False,False,False,False,False,False,False,False,False,False,False
461,False,False,False,False,False,False,False,False,False,False,False,False
462,False,False,False,False,False,False,False,False,False,False,False,False
463,True,False,True,False,False,True,True,False,False,False,True,False
464,False,False,False,False,False,False,False,False,False,False,False,False
465,True,True,True,True,True,True,True,True,True,True,True,True
466,False,False,True,False,False,True,False,False,False,False,False,False
467,False,False,False,False,False,False,False,False,False,False,False,False
468,False,False,False,False,False,False,False,False,False,False,False,False
469,False,True,True,False,False,False,False,True,True,False,False,False
470,False,False,False,False,False,False,True,False,False,False,False,False
471,False,False,True,False,True,True,False,True,False,True,True,True
472,False,True,True,False,True,True,True,True,True,True,False,True
473,False,False,False,False,False,False,False,False,False,False,False,False
474,True,True,True,True,True,True,True,True,True,True,True,True
475,True,False,True,True,True,True,True,True,True,True,True,True
476,True,True,True,True,True,True,True,True,True,True,True,True
477,False,True,False,True,False,True,True,False,True,False,True,True
478,True,True,False,False,True,True,True,True,True,True,True,True
479,True,False,True,True,True,True,False,True,True,True,True,True
480,True,True,True,True,True,True,True,True,True,True,False,True
481,False,False,False,True,False,False,False,False,False,False,False,False
482,True,False,False,True,True,True,False,True,False,False,False,False
483,False,False,False,False,False,False,False,False,False,False,False,False
484,False,False,False,False,False,True,False,False,True,False,False,False
485,False,False,False,False,False,False,True,False,False,False,False,False
486,True,True,False,False,True,False,True,True,True,True,True,False
487,True,True,True,True,True,True,True,True,True,True,True,True
488,True,False,False,False,False,False,False,False,False,False,True,False
489,False,True,False,False,False,False,False,False,False,False,False,False
490,False,False,False,True,False,False,True,False,False,False,False,False
491,False,False,False,False,True,False,False,False,False,True,False,False
492,True,True,True,True,True,True,True,True,True,True,True,True
493,False,False,False,False,False,False,False,False,False,False,False,False
494,False,False,False,True,True,True,False,False,True,False,True,True
495,True,True,True,True,True,True,True,True,True,True,True,False
496,True,False,False,False,False,True,True,False,True,True,True,True
497,False,False,False,False,False,False,False,False,False,False,False,False
498,True,True,True,True,True,True,False,True,True,True,True,True
499,True,True,True,True,True,False,True,True,True,False,True,True
500,False,True,False,False,False,False,False,False,False,False,False,False
501,False,False,False,False,False,False,False,False,False,False,False,False
502,True,True,True,True,True,True,True,True,True,True,True,True
503,False,False,True,False,False,False,False,False,False,False,False,False
504,True,False,False,False,False,False,False,False,True,False,False,True
505,True,False,False,False,True,True,True,False,True,False,False,False
506,False,False,False,True,False,False,False,False,True,True,False,False
507,True,True,True,True,True,True,True,True,True,True,True,True
508,False,False,False,False,False,False,False,False,False,False,False,False
509,False,False,False,True,False,True,True,False,False,True,False,True
510,False,False,False,False,False,False,False,False,False,False,False,False
511,False,False,False,False,False,False,False,False,False,False,False,True
512,True,True,True,True,False,True,False,True,True,True,False,True
513,False,False,False,False,False,False,False,False,False,False,False,False
514,True,True,False,False,False,True,False,False,True,True,False,False
515,False,True,False,False,True,True,False,False,False,False,False,True
516,True,True,False,True,True,True,True,False,True,True,False,True
517,True,True,True,True,True,True,True,True,True,True,True,True
518,True,True,True,True,False,True,True,True,True,True,True,True
519,False,False,False,False,False,False,False,False,False,False,False,False
520,True,False,True,False,True,True,True,False,True,True,True,True
521,True,True,False,True,True,True,True,True,True,True,False,True
522,False,False,False,False,False,False,False,False,False,False,False,False
523,False,False,False,False,False,False,False,False,False,False,False,False
524,False,False,False,False,True,True,True,True,False,False,False,True
525,False,False,False,False,False,False,False,False,False,False,False,False
526,True,True,False,True,True,False,False,True,False,False,True,True
527,False,False,False,False,False,False,False,False,False,False,False,False
528,False,False,False,False,True,False,False,True,False,False,False,False
529,False,False,False,False,False,True,False,False,False,True,False,False
530,False,False,False,False,False,False,False,False,False,False,False,False
531,False,True,False,False,True,True,False,False,False,False,False,False
532,True,True,False,True,False,False,True,False,False,True,True,True
533,False,False,True,False,False,True,False,True,False,True,False,False
534,False,False,False,False,False,False,False,False,False,False,False,False
535,False,False,False,False,False,False,False,False,False,False,False,False
536,False,False,False,False,False,False,False,False,False,False,False,False
537,False,False,False,False,False,False,False,False,False,False,False,False
538,False,False,False,False,False,False,False,False,True,False,False,False
539,False,False,False,False,False,False,False,False,False,False,False,False
540,True,True,True,True,True,True,True,True,True,True,True,True
541,False,True,True,True,True,True,True,True,False,True,True,True
