mbpp_id,run_balanced_pass,run_easy_heavy_pass,run_hard_heavy_pass,run_medium_heavy_pass
210,False,False,False,False
211,False,False,False,False
212,True,True,True,True
213,False,True,True,False
214,False,False,False,True
215,False,True,False,False
216,False,False,False,False
217,True,True,True,True
218,False,False,False,False
219,False,False,False,False
220,False,False,False,False
221,True,True,True,True
222,True,True,False,True
223,True,False,True,False
224,True,True,True,True
225,False,False,True,True
226,False,True,True,True
227,True,True,True,True
228,False,False,False,False
229,False,True,False,False
230,True,True,True,True
231,True,False,False,False
232,False,False,True,True
233,False,False,False,False
234,True,True,True,True
235,False,False,False,False
236,False,False,False,False
237,False,True,False,False
238,True,True,False,False
239,False,False,False,False
240,False,False,False,True
241,False,False,False,False
242,True,True,True,True
243,False,False,False,False
244,False,True,True,True
245,False,False,False,False
246,False,False,False,True
247,False,True,True,False
248,True,True,False,True
249,False,False,False,False
250,True,True,True,True
251,False,False,False,False
252,False,False,False,False
253,True,True,True,True
254,False,False,False,False
255,False,False,False,False
256,True,True,True,True
257,True,True,True,True
258,True,True,True,True
259,False,False,False,False
260,False,False,False,False
261,True,True,True,True
262,False,True,True,False
263,True,True,True,True
264,False,False,False,False
265,True,False,True,True
266,True,True,True,True
267,True,True,True,True
268,False,False,False,False
269,True,True,True,True
270,True,False,True,False
271,True,True,True,True
272,True,False,False,False
273,True,True,True,True
274,False,False,False,False
275,False,False,False,False
276,False,False,False,False
277,False,False,False,True
278,False,True,False,True
279,False,False,False,False
280,True,False,True,True
281,True,True,True,True
282,True,True,True,True
283,False,False,True,False
284,True,True,True,True
285,False,True,False,False
286,False,False,False,False
287,True,True,True,True
288,False,False,False,False
289,False,False,False,False
290,False,True,False,False
291,False,False,True,False
292,True,True,True,True
293,False,False,True,True
294,False,False,True,False
295,False,False,False,False
296,True,True,True,True
297,False,True,True,False
298,False,False,False,False
299,False,False,False,False
300,False,False,False,False
301,False,False,False,False
302,False,True,False,False
303,False,False,False,False
304,False,False,False,False
305,False,False,False,False
306,False,False,False,False
307,False,False,False,False
308,False,False,False,False
309,True,True,True,True
310,False,False,False,False
311,False,False,False,False
312,False,False,False,False
313,False,False,False,False
314,False,False,False,False
315,False,True,False,False
316,False,False,False,False
317,True,False,False,False
318,False,False,False,False
319,True,False,True,False
320,False,True,True,True
321,False,False,False,False
322,True,True,False,False
323,False,False,False,False
324,False,False,False,False
325,False,False,False,False
326,False,False,False,False
327,True,True,False,True
328,False,False,False,False
329,True,True,True,True
330,False,False,False,False
331,True,False,False,True
332,True,True,True,True
333,True,False,False,False
334,True,True,True,True
335,True,True,False,False
336,False,False,False,False
337,False,False,False,False
338,False,True,False,False
339,False,False,False,False
340,False,False,False,False
341,False,True,True,False
342,False,False,False,False
343,False,False,False,False
344,False,False,False,True
345,True,True,True,True
346,False,False,False,False
347,False,False,False,False
348,False,False,False,False
349,False,False,False,False
350,False,False,False,False
351,False,False,True,False
352,True,False,True,False
353,True,True,True,True
354,False,True,False,False
355,False,False,False,False
356,True,True,True,True
357,True,True,True,True
358,True,True,True,True
359,False,False,False,False
360,False,False,False,False
361,True,False,False,True
362,False,True,True,True
363,True,True,True,True
364,False,False,False,False
365,True,True,True,True
366,False,True,False,True
367,False,False,False,False
368,True,True,False,False
369,True,False,False,False
370,False,False,False,False
371,False,False,False,False
372,True,False,True,True
373,True,True,True,True
374,False,False,False,False
375,False,False,False,False
376,False,False,False,False
377,True,True,True,True
378,False,True,False,True
379,True,True,True,True
380,False,False,False,False
381,True,True,True,True
382,False,True,False,True
383,False,False,False,False
384,True,False,True,True
385,False,False,False,False
386,False,False,False,False
387,True,True,True,True
388,False,False,False,False
389,True,False,True,True
390,False,False,True,False
391,False,False,True,False
392,True,False,False,False
393,False,False,False,False
394,True,True,True,True
395,True,True,True,True
396,False,False,False,False
397,True,False,True,True
398,False,False,False,False
399,True,True,True,True
400,False,False,False,False
401,True,False,False,True
402,False,False,False,False
403,False,False,False,False
404,True,True,True,True
405,False,False,False,False
406,False,True,True,True
407,False,False,False,False
408,False,False,False,False
409,False,True,True,False
410,False,True,True,False
411,True,True,True,False
412,True,True,True,True
413,True,False,True,False
414,True,True,True,True
415,False,False,False,False
416,False,False,False,False
417,False,False,False,False
418,True,True,True,True
419,True,True,True,True
420,True,False,False,True
421,False,False,True,False
422,True,True,True,True
423,False,False,False,False
424,True,True,True,True
425,True,False,False,True
426,True,True,True,True
427,False,False,False,False
428,True,True,True,True
429,False,False,False,False
430,False,False,False,False
431,False,False,False,False
432,False,False,False,False
433,True,False,False,False
434,False,False,False,False
435,True,True,False,False
436,True,True,False,True
437,False,False,False,False
438,False,False,False,False
439,True,True,True,True
440,False,False,False,False
441,True,True,True,True
442,False,False,False,False
443,False,False,False,False
444,False,False,False,False
445,False,False,False,False
446,False,True,False,False
447,True,True,False,True
448,False,False,False,False
449,False,True,True,True
450,False,False,False,False
451,False,False,False,False
452,False,False,False,False
453,False,True,False,False
454,True,False,True,False
455,False,False,True,False
456,True,True,True,True
457,True,True,False,True
458,True,True,True,True
459,False,False,False,False
460,False,False,True,True
461,False,False,False,False
462,False,False,False,False
463,True,True,False,True
464,False,False,False,True
465,True,True,True,True
466,True,False,False,False
467,False,True,False,False
468,False,False,False,False
469,False,False,False,False
470,False,False,False,False
471,True,True,False,False
472,True,True,True,True
473,True,False,False,False
474,True,True,True,True
475,False,True,True,True
476,True,True,True,True
477,True,True,True,False
478,True,False,True,False
479,False,True,True,False
480,True,True,True,True
481,False,True,False,False
482,False,False,False,False
483,False,False,False,False
484,False,False,False,False
485,True,False,True,False
486,False,False,False,False
487,True,True,True,True
488,False,False,False,False
489,True,True,False,True
490,False,False,False,True
491,False,True,False,False
492,True,True,True,True
493,False,False,False,False
494,True,True,False,False
495,False,False,True,False
496,False,False,True,True
497,False,False,False,False
498,True,True,True,True
499,True,True,True,False
500,False,False,False,False
501,False,False,False,False
502,True,True,True,True
503,False,False,True,False
504,True,True,True,True
505,True,False,True,False
506,False,False,False,False
507,True,True,True,True
508,False,False,False,False
509,True,True,False,True
510,False,False,False,False
511,False,False,False,False
512,True,True,False,False
513,False,False,False,False
514,False,False,False,False
515,False,False,False,False
516,True,True,True,True
517,True,True,True,True
518,False,False,True,True
519,False,False,False,False
520,True,True,True,False
521,True,True,True,True
522,True,True,False,False
523,False,False,False,False
524,False,True,False,False
525,False,False,False,False
526,True,False,True,True
527,False,False,False,True
528,False,True,False,False
529,False,False,False,False
530,False,True,False,False
531,False,False,False,False
532,True,False,True,True
533,False,False,False,False
534,True,True,False,False
535,False,False,False,False
536,True,True,False,False
537,False,False,False,False
538,False,False,False,False
539,False,False,False,False
540,True,False,True,True
541,True,True,True,True
542,False,False,False,False
543,True,False,True,False
544,False,False,True,False
545,False,False,False,False
546,False,False,False,False
547,False,False,False,False
548,True,True,True,True
549,True,True,True,True
550,False,True,False,True
551,True,True,True,True
552,False,True,False,False
553,False,False,False,False
554,True,True,True,True
555,True,True,True,False
556,False,False,False,False
557,False,False,True,False
558,False,False,False,False
559,True,True,True,True
560,True,True,True,True
561,False,False,False,False
562,True,True,True,True
563,False,False,False,False
564,True,True,True,False
565,True,True,True,True
566,True,True,True,True
567,True,True,True,True
568,False,True,False,False
569,True,False,True,True
570,False,False,False,False
571,False,False,False,False
572,False,False,False,False
573,False,True,False,True
574,True,False,False,False
575,False,False,False,False
576,True,True,False,True
577,True,True,False,False
578,False,True,True,True
579,False,False,True,True
580,False,False,False,False
581,True,False,False,True
582,True,False,False,False
583,True,True,False,False
584,False,False,False,False
585,False,False,True,True
586,False,False,False,False
587,True,True,True,False
588,True,True,True,True
589,False,True,True,True
590,False,False,False,False
591,True,True,True,True
592,False,False,False,False
593,False,False,True,False
594,False,False,False,False
595,False,False,False,False
596,False,False,False,False
597,False,False,False,False
598,True,True,True,True
599,True,True,True,True
600,False,True,True,True
